"activity" "subject" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()"
"WALKING" "11" 0.271821892881356 -0.0166475833623729 -0.106096304033898 -0.422842071864407 -0.0522120750440678 -0.530626311355932 0.116537612044068 -0.190547937011864 0.135446437777966 -0.757148455254237 -0.772106574067797 -0.865964643220339 -0.96248655661017 0.878854645254237 -0.22388021661017 0.133335603271186 0.960026475593221 -0.19251699779661 0.259850026572881 -0.0599794698305085 -0.36639925719661 0.198442144830508 0.0829709328491526 0.0127682476559322 -0.972181311016949 -0.974462028474576 -0.954471485762712 -0.448496119322034 -0.186781847881356 -0.743516398305085 -0.498554639491526 -0.514514910338983 -0.434178202542373 -0.612341560847458 -0.266818991922034 -0.364969737457627 0.187706814913051 0.350927911288136 0.35881230220339 -0.363744267627119 -0.974004005423729 -0.968906114915254 -0.980089336949152 -0.92373941559322 -0.871664354237288 -0.969315255423729 -0.288323472033898 -0.487735915084746 -0.536362931864407 -0.424072520847458 -0.684339151016949 -0.288323472033898 -0.753671416101695 -0.75896950661017 -0.769237999152543 -0.519319374915254 -0.63073270559322 -0.940206832711864 -0.810634773847458 -0.704980383728814 -0.802514277966102 -0.843138043220339 -0.88194038440678 -0.984003414237288 -0.458514062542373 -0.864180047288136
"WALKING" "12" 0.2771286656 -0.015560927606 -0.10316110632 -0.128898533096 -0.122783290008 -0.4106060626 0.06202889242 -0.132178346508 0.2250886612 -0.7187373392 -0.8005740924 -0.6318793832 -0.950970143 0.899859505 -0.1683217168 -0.033463912154 0.9785608394 -0.1378289354 0.359114018094 0.246071170558 0.00526417560000002 0.1986850547 0.045764401482 0.0197766948336 -0.9119080466 -0.9492086562 -0.920769229 -0.03332583349 -0.218999907852 -0.5471206578 -0.4222565212 -0.4691507946 -0.35017028664 -0.5689720562 -0.21718852984 -0.27653295454 0.08678123158 0.30592095074 0.2408125385352 -0.248342362834 -0.9003733494 -0.8996617074 -0.9687561086 -0.9087136602 -0.7760472674 -0.8900660222 -0.102204550448 -0.23697286882 -0.3424531686 -0.15666609492 -0.700825525 -0.102204550448 -0.5488904506 -0.5602183082 -0.58701537 -0.5816966648 -0.5174937754 -0.880451761 -0.72904968428 -0.5967456323 -0.7317345534 -0.8499662058 -0.6827586216 -0.9348628374 -0.153116002784 -0.6984580786
"WALKING" "13" 0.275883130350877 -0.0185660651947368 -0.111431456192982 -0.346980394210526 0.141866689392982 -0.220503537026316 0.0251830407540351 -0.240867712668421 0.226768657668421 -0.738881929649123 -0.767809953508772 -0.78085303877193 -0.949154881403509 0.846626345964912 -0.292134875438597 -0.12703508345614 0.922489079649123 -0.264823112982456 0.382775204175438 0.425074475385965 0.154468238298246 0.266275231824561 0.0809590227198246 0.00308364501403509 -0.900918409473684 -0.92245256754386 -0.844139221578947 -0.124392436766667 -0.102086040505263 -0.350703559438596 -0.455333900526316 -0.251200003603509 -0.363369948070176 -0.359021123684211 -0.347122330512281 -0.098007442528772 0.199950367473684 0.228257621877193 0.193147471264912 -0.0572192398245614 -0.818454004035088 -0.841104102105263 -0.935729652982456 -0.799745118035088 -0.702664214561403 -0.809421394210526 -0.135643867842105 -0.292546377017544 -0.356510804736842 -0.218910927964912 -0.607092409649123 -0.135643867842105 -0.322118379807018 -0.364708513245614 -0.350068254508772 -0.438096729596491 -0.303508210175439 -0.744051847719298 -0.771027236649123 -0.627333483070175 -0.71442119245614 -0.799256746842105 -0.401088930859649 -0.793287594561404 -0.23460086645614 -0.741787753859649
"WALKING" "14" 0.271959598644068 -0.0217785380966102 -0.106756369135593 -0.402639098135593 -0.0536126686650847 0.0518841040022034 0.288815248825424 -0.181370126657627 0.0850337644576271 -0.805470919661017 -0.857035807118644 -0.892106168474576 -0.950106102372881 0.738315689152542 -0.276326647966102 -0.414213250677966 0.817287051355932 -0.254157865932203 0.611048535254237 0.27913150620339 0.122714911525424 -0.489370277491525 0.0720877913452542 0.024116023559322 -0.935594681694915 -0.903293337457627 -0.868371147118644 -0.393544287457627 -0.335203412033898 -0.397938553898305 -0.180232949016949 -0.526587447288136 -0.12609080020339 -0.60714323779661 -0.213936051291525 -0.114564978898305 -0.211374158983051 0.247216080118644 0.174901047389831 -0.474529299322034 -0.946205632033898 -0.949289605254237 -0.98546318220339 -0.92369537559322 -0.9143258 -0.942053008135593 -0.144404671779661 -0.36380562779661 -0.408988498135593 -0.342120343050848 -0.66467299 -0.144404671779661 -0.606103313898305 -0.619601265423729 -0.622349586610169 -0.554867204745763 -0.519895046779661 -0.890420680338983 -0.811801998135593 -0.733423217440678 -0.809551995423729 -0.884516395084746 -0.898305081864407 -0.932036953050848 -0.373516771016949 -0.790425641016949
"WALKING" "15" 0.273899207962963 -0.0170809740090741 -0.107621819518518 -0.327961801111111 0.138912923691296 -0.518932634814815 0.2199473259 -0.0727064305981481 0.0609232584407407 -0.594356476888889 -0.675090890981481 -0.73736312 -0.958831296666667 0.884644336481482 -0.246335400555556 0.0763429456851852 0.963517700555556 -0.212571447037037 0.563417029074074 0.167846969555556 -0.158953831074074 -0.0216657263148148 0.0897770721666667 0.00890588563518519 -0.97673008 -0.963708532037037 -0.93307457 -0.372710012037037 -0.136972193240741 -0.688266275555556 -0.543997593703704 -0.267853662962963 -0.48653265537037 -0.303657714259259 0.0067371368787037 -0.432659362592593 0.223705049740741 0.300002411018519 0.386106833703704 -0.196068980342407 -0.904925403333333 -0.885477843518518 -0.942980275 -0.779698929259259 -0.843096606851852 -0.887446559814815 -0.186514650759259 -0.323878324074074 -0.407238683703704 -0.223645638611111 -0.640378841851852 -0.186514650759259 -0.63778595537037 -0.644363265 -0.671405864629629 -0.598006793148148 -0.543979500555556 -0.901956574814815 -0.763740732092593 -0.63185389667037 -0.564824343740741 -0.769233546111111 -0.536398468703703 -0.981609612407407 -0.275156242062037 -0.760331783148149
"WALKING" "16" 0.276023564509804 -0.0204286929452941 -0.108804049803922 -0.404692523921569 -0.314569762352941 -0.159799790235294 0.0341432560647059 -0.251435183980392 0.252362801490196 -0.885767718431372 -0.909332604901961 -0.884464232941176 -0.962205067058824 0.857787703333333 -0.0841215156078431 -0.214880631372549 0.940134860196079 -0.0471455697058824 0.584781210196079 -0.027216504 0.350611703313725 -0.057906209117647 0.0770223771764705 0.00968444678235294 -0.939020352745098 -0.949723351372549 -0.915808254313726 -0.282527143921569 -0.485403113921568 -0.515319347843137 -0.403219791372549 -0.605797548627451 -0.365489530588235 -0.653443039215686 -0.156730901988235 -0.320411015490196 0.163532876589216 0.262655148019608 0.0923438481156863 -0.575563328627451 -0.970727450392157 -0.963835827647059 -0.981416421960785 -0.940555621960785 -0.965516280980393 -0.964978784705882 -0.258766694117647 -0.47180926745098 -0.525274238431373 -0.403234304705882 -0.700256188431372 -0.258766694117647 -0.722808438431373 -0.735728050588235 -0.73599784 -0.655397874509804 -0.671541834117647 -0.947543072745098 -0.78086463254902 -0.799477020392157 -0.889748978431372 -0.933589877647059 -0.597025019803922 -0.96586644 -0.410463241960784 -0.855861799019608
"WALKING" "17" 0.272341855245902 -0.0184875403339344 -0.109792122032787 -0.31950017295082 -0.0175797885542623 -0.265824489180328 -0.00955805010491804 -0.284471455903279 0.282361083098361 -0.796397923278688 -0.847414601311475 -0.835303533442623 -0.958713944590164 0.860829511967213 -0.193107024754098 -0.186876538786885 0.941592384426229 -0.160556773442623 0.524893852131148 0.308528278762295 0.265011680063115 0.0287191512573771 0.0773188580032787 0.0130098548360656 -0.964840978360656 -0.966554683442623 -0.940614552786885 -0.298287434245902 -0.286810105295082 -0.557696389344262 -0.438768699508197 -0.436720451967213 -0.386044435409836 -0.449731811311475 0.0643687219081967 -0.329387410819672 0.26204326204918 0.277150584393443 0.115778476455738 -0.514985324918033 -0.943492551967213 -0.932267056721312 -0.978438603934427 -0.872108250655738 -0.786565814426229 -0.933240249016393 -0.151151487704918 -0.461837866885246 -0.532540109016393 -0.320632038540984 -0.50440275147541 -0.151151487704918 -0.53970849147541 -0.541279486721311 -0.59511129557377 -0.648563873770492 -0.517167440655738 -0.878517112131147 -0.844102817540983 -0.70918885852459 -0.789422962131148 -0.880094575573771 -0.700395700655737 -0.89331186 -0.429380043442623 -0.849315197868852
"WALKING" "18" 0.273887758571429 -0.0178023631866071 -0.104218315464286 -0.37600552125 -0.227005874892857 -0.428348061071429 0.05709533914875 -0.219724875303571 0.242897153 -0.829357493035714 -0.855372358392857 -0.8069812325 -0.973663137321429 0.855712541964286 -0.267155472678572 -0.0624337489642857 0.938531927142857 -0.23108222125 0.493232459285714 -0.0103351082857143 -0.0431719760053572 -0.0955170849821428 0.0767524278392857 0.0282745481892857 -0.954126000714286 -0.964945544285714 -0.937319916785715 -0.362337516607143 -0.31037851625 -0.647324369464285 -0.54840977125 -0.642280360714285 -0.511417204821429 -0.704731894821428 -0.362903067678571 -0.443353956607143 0.0568832999964286 0.391926303928571 0.201542951985714 -0.399400200892857 -0.972111440178571 -0.959224565 -0.982849077142857 -0.96099325 -0.900276327678571 -0.964060678928572 -0.287908078035714 -0.460346465357143 -0.525311189642857 -0.363054801607143 -0.711013536785714 -0.287908078035714 -0.726591779107143 -0.735356753392857 -0.730382414285714 -0.622440018928571 -0.636485896964286 -0.939241955357143 -0.784362557142857 -0.740591540535714 -0.84899453 -0.914038607678571 -0.65270936125 -0.968150878214286 -0.424386734107143 -0.84917037375
"WALKING" "19" 0.273931172307692 -0.0191773587903846 -0.122736673192308 -0.0489049407963461 0.181801561185577 -0.13947794235 0.120582512496154 -0.159187383525 0.183065438140385 -0.624323615384615 -0.704977983653846 -0.678717854423077 -0.930234574807692 0.871694058653846 -0.231922416153846 -0.0806464209807692 0.944994575961538 -0.2059336225 0.263259762423654 0.221231141653846 0.0916202989088462 0.00119991376923077 0.0822246284461538 0.0144113482019523 -0.662194885384616 -0.7606113425 -0.659374403576923 0.180725413682692 0.143428447755769 -0.1813327294 -0.220271190807692 0.137569618255769 -0.104202986482692 -0.038191962675 -0.300753949230769 -0.0191147291096154 -0.0302871077413462 0.437770953461538 0.189069354759423 -0.214726142442308 -0.631699080403846 -0.642367201346154 -0.782196223192307 -0.544771541332692 -0.505508108115384 -0.599006386723077 0.0648173438653846 -0.0993927171359616 -0.239730343461538 0.09145085645 -0.604796251923077 0.0648173438653846 -0.271487480103846 -0.296969300753846 -0.29635465035 -0.311107037455769 -0.164699977592308 -0.647504545192308 -0.714157389230769 -0.650423275246154 -0.607098654615384 -0.780622858461539 -0.603448277115385 -0.7727804 0.0322272296217308 -0.582517600769231
"WALKING" "20" 0.272589336470588 -0.021199992245098 -0.113539477098039 -0.208342792019608 0.489771808627451 -0.228734217372549 0.1182865306 -0.27549396815098 0.260431310529412 -0.539279963392157 -0.613579588647059 -0.654722308039216 -0.954729873921568 0.83669080372549 -0.350646946666667 -0.0320121454313726 0.910983058627451 -0.32357820627451 0.535917883921569 0.396726563058824 0.0418127513529412 0.363529087560784 0.0841234323137255 -0.0210619558882353 -0.885841561960785 -0.884075268039216 -0.838343316666667 -0.0567124263019608 -0.103710889627451 -0.34708322745098 -0.264957205764706 -0.160838360180392 -0.165748467372549 -0.236690562901961 -0.0625579652823529 -0.0512411908039216 0.0717852139823529 0.326783665294118 0.267628231029412 -0.241098941356863 -0.733357028823529 -0.78451249372549 -0.883337618039216 -0.717351151568628 -0.728920361568628 -0.727374070764706 0.039402280578902 -0.156930391921569 -0.28873835745098 0.0743918410411765 -0.55340268 0.039402280578902 -0.149864146847059 -0.250292368431373 -0.144827721090196 -0.370858357803922 -0.194893253196078 -0.640837333529412 -0.765091832156863 -0.66691758217647 -0.516755665333333 -0.748445180980392 -0.384719407568627 -0.658358308823529 -0.00353341793921569 -0.633171651568628
